person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic
Minerva Preciado,minervapreciado,minervapreciado@hotmail.com,47936145730,1971-11-14,Boulevard Uruguay 396 Interior 957  San Minerva lo,1-767-614-0454x999,c2:83:73:55:81:71,41.100.19.59,GB16SFCB4046421237548,2025-11-14 03:12:56,35749,128,710,1519908
Sonia Osorio Cortés,soniaosoriocortés,soniaosoriocortés@hotmail.com,84072000759,1956-12-19,Corredor Verduzco 272 012  Nueva Mónaco  QRO 14327,(862)607-9291x2188,d8:b9:04:c9:05:a8,215.179.91.235,GB82VMLF5017153464231,2025-08-26 17:49:29,20982,406,414,373449
Clemente Homero Badillo Rocha,clementehomerobadillorocha,clementehomerobadillorocha@gmail.com,16131748465,1979-07-17,Cerrada Medrano 825 Interior 063  San Ernesto los ,(120)795-5314x1838,97:a9:53:34:44:43,193.157.149.166,GB59RBPR5523370931558,2025-02-24 19:10:44,23422,911,598,628004
Dulce Armendáriz Segura,dulcearmendárizsegura,dulcearmendárizsegura@gmail.com,50738365233,1950-12-13,Callejón Campeche 926 517  Nueva Palau  QRO 55276-,00163085209,7d:39:e7:4d:18:a1,222.68.173.81,GB80HEUJ2920537283453,2025-08-25 11:58:58,21237,97,484,112130
Rebeca Gamez Zúñiga,rebecagamezzúñiga,rebecagamezzúñiga@yahoo.com,02254339605,1911-05-25,Calzada Sur Perales 471 438  San Débora de la Mont,211.487.6675x75478,8e:bd:38:2e:a2:02,105.35.194.241,GB81KMZH3433557464626,2025-03-24 01:22:23,28901,889,765,1458871
Enrique Lugo Olmos,enriquelugoolmos,enriquelugoolmos@yahoo.com,08092704579,2004-01-22,Andador Lira 759 Edif. 699   Depto. 317  San René ,006-744-0396x69685,23:8b:59:2b:17:6a,58.161.52.32,GB94NCPN3101853334129,2025-01-03 10:10:15,34963,388,303,515894
Claudio Pérez,claudiopérez,claudiopérez@yahoo.com,38053728168,1944-01-28,Viaducto Baja California 833 Edif. 752   Depto. 03,442.148.9396,fd:d6:e4:90:71:5e,113.118.72.62,GB43IWIY9836445556928,2025-06-20 10:19:01,658,255,229,141365
Gerardo Germán Verdugo Muñoz,gerardogermánverdugomuñoz,gerardogermánverdugomuñoz@hotmail.com,43115632358,1995-12-04,Eje vial Yáñez 636 Edif. 944   Depto. 242  Vieja N,(314)223-7734x479,51:e6:49:c6:40:72,124.5.185.85,GB37SNGK9125064982782,2025-01-11 04:17:26,27763,612,495,346533
Lic. Liliana González,lic.lilianagonzález,lic.lilianagonzález@yahoo.com,20337489833,1958-05-01,Privada Chihuahua 737 Edif. 095   Depto. 833  Nuev,06470791826,2a:67:69:80:9f:5f,146.144.183.0,GB22UHCV0480147095139,2025-04-18 16:30:35,17129,851,765,945359
Roberto Reséndez,robertoreséndez,robertoreséndez@yahoo.com,98911138661,1934-05-15,Continuación Ghana 636 Edif. 091   Depto. 962  Nue,(507)133-6233x66017,92:2e:ca:a5:97:78,69.215.196.68,GB93EODF1581698530534,2025-09-09 22:18:12,11660,87,362,792424
Amanda Gollum,amandagollum,amandagollum@hotmail.com,20742599622,1980-08-17,Ampliación Norte Villaseñor 228 Interior 061  Viej,(389)135-4781,4d:51:b3:79:44:e8,214.215.124.38,GB40TQPG0587249852486,2025-10-17 23:49:47,20907,72,605,1752068
Ing. Indira Salcido,ing.indirasalcido,ing.indirasalcido@yahoo.com,49858805713,1998-10-08,Circunvalación Carrillo 308 Interior 600  San Sofí,362.652.5837x858,b0:06:a1:a3:0a:f8,193.150.100.176,GB02YQFB8304468316532,2024-12-23 15:21:21,1077,101,108,384890
Emilio Sara Garica,emiliosaragarica,emiliosaragarica@yahoo.com,41036090763,1938-09-21,Prolongación Chiapas 738 229  Vieja Panamá  HGO 63,236-566-3433,98:8f:b2:d7:85:32,54.179.149.174,GB17KKOB3164773772975,2025-03-11 14:28:19,15782,546,5,1152716
Wendolin Ángela Trujillo Espinoza,wendolinángelatrujilloespinoza,wendolinángelatrujilloespinoza@gmail.com,32200255951,1915-11-28,Corredor Vallejo 184 784  Nueva Maldivas  MOR 0035,1-017-747-8298,fc:5e:c4:de:8c:80,33.141.13.152,GB20WTFK7686784684754,2024-12-14 18:41:58,27593,279,127,450430
Liliana Mariana Ochoa Juárez,lilianamarianaochoajuárez,lilianamarianaochoajuárez@hotmail.com,99973051438,1965-05-18,Pasaje Concepción 697 442  San Humberto de la Mont,1-293-362-3744,83:2c:bd:9e:04:e2,30.197.202.48,GB50DOPK2198237790287,2025-09-19 18:11:11,26081,509,200,912255
Sr(a). Virginia Holguín,sr(a).virginiaholguín,sr(a).virginiaholguín@yahoo.com,76479073819,1949-06-08,Cerrada San Luis Potosí 643 Edif. 734   Depto. 930,(411)553-5015x97161,6f:ec:c7:99:8d:89,78.245.206.95,GB19IXJE3443461741915,2025-04-14 02:53:57,17097,596,388,238665
Natalia Esteban Arguello,nataliaestebanarguello,nataliaestebanarguello@gmail.com,06065912849,2025-03-03,Privada Bangladesh 749 Edif. 606   Depto. 492  San,(420)842-2926x945,dc:05:7f:1e:0d:f1,138.129.60.95,GB06LVDW7960368062942,2025-03-09 01:44:34,11832,454,395,1850114
Norma Lerma,normalerma,normalerma@hotmail.com,79591526102,1921-12-16,Calle Carrera 902 Edif. 267   Depto. 550  San Víct,374-137-0597,58:74:63:d2:a3:b6,125.110.112.35,GB26XWQB2850114765595,2024-12-12 20:30:33,18813,515,59,267417
Darío Valverde Zayas,daríovalverdezayas,daríovalverdezayas@hotmail.com,91789600987,1975-02-06,Calzada Norte Ocampo 156 659  Nueva Vanuatu  HGO 8,1-599-171-1791,6a:49:e6:7d:4d:67,156.131.90.97,GB94HXTT5439945769555,2025-02-11 23:05:42,8594,111,375,1143634
Ing. María Cristina Luna,ing.maríacristinaluna,ing.maríacristinaluna@yahoo.com,69732325902,2003-09-18,Viaducto Sur Godoy 601 338  San Beatriz de la Mont,(266)925-4903x16883,44:3b:37:2a:a8:56,45.122.63.78,GB92XXYC9642405111892,2024-12-25 10:27:12,27382,756,711,544970
Virginia Araceli Carvajal Mejía,virginiaaracelicarvajalmejía,virginiaaracelicarvajalmejía@gmail.com,32261212123,1990-05-22,Circuito Rentería 443 008  San Soledad de la Monta,459-910-8489x4313,99:92:96:20:2b:89,81.230.254.118,GB48DWIP6169739801353,2025-07-17 16:27:26,15213,534,657,1082726
Jorge Luis Eugenia Macías,jorgeluiseugeniamacías,jorgeluiseugeniamacías@gmail.com,88680311938,1912-05-13,Boulevard Norte Sanabria 864 412  Nueva España  ME,797.536.8525,c2:d7:24:7f:7c:fe,88.55.167.248,GB37RPLA6386749014723,2025-07-24 11:42:13,35154,704,29,1453468
Carmen Cortez Zapata,carmencortezzapata,carmencortezzapata@yahoo.com,73278994816,2003-10-04,Pasaje Sur Duarte 086 376  Nueva Marruecos  OAX 01,458.879.6870,00:46:df:31:42:0f,24.125.50.181,GB59XDEQ0555008621308,2025-02-20 07:13:37,30750,127,188,133555
Cynthia Archuleta Barrientos,cynthiaarchuletabarrientos,cynthiaarchuletabarrientos@hotmail.com,39222923854,1966-06-27,Cerrada Baja California Sur 761 Interior 071  Viej,1-008-970-3992x7241,85:e8:c5:2e:4f:0e,95.204.179.149,GB71HCOJ7491827516380,2025-03-10 19:47:55,4639,544,213,1394437
Sr(a). Israel Carvajal,sr(a).israelcarvajal,sr(a).israelcarvajal@gmail.com,31396156890,1918-11-20,Calzada Norte Fonseca 864 Interior 086  Nueva Geor,303.026.4019x01875,ba:2a:c7:66:3b:55,99.14.150.70,GB14WESX6349475022496,2025-01-13 04:55:49,1844,336,789,1449901
Andrea Estefanía Portillo,andreaestefaníaportillo,andreaestefaníaportillo@yahoo.com,09674712634,1950-09-04,Prolongación Norte Negrete 061 Interior 552  Nueva,09167243828,93:2f:59:51:78:5c,57.205.2.239,GB10NMPP3164746558787,2025-12-04 12:48:06,4028,696,674,1023836
Teodoro Miramontes Bustos,teodoromiramontesbustos,teodoromiramontesbustos@hotmail.com,21079621666,1997-11-25,Peatonal Quintana Roo 776 Interior 824  Nueva San ,761-958-3696x08755,de:90:7a:a7:b6:76,104.136.172.88,GB67YKAY4788370613812,2025-05-20 11:02:58,35800,635,158,100544
Jaime Ruby Bermúdez Negrete,jaimerubybermúdeznegrete,jaimerubybermúdeznegrete@hotmail.com,55515023756,2001-07-08,Ampliación Egipto 564 367  Nueva Gabón  TLAX 86540,(982)717-3246x95466,7d:b5:a7:4b:8b:44,73.80.39.94,GB95WTIL2385776970695,2025-07-08 06:09:00,30780,114,291,803617
Sr(a). Dulce María Esquivel,sr(a).dulcemaríaesquivel,sr(a).dulcemaríaesquivel@gmail.com,02803029590,1945-06-13,Retorno Sinaloa 001 432  San Indira de la Montaña ,1-515-633-9146,b4:5e:7e:cd:d4:4f,175.208.31.1,GB92PJTB1381983206669,2025-01-07 16:24:13,24880,168,235,597206
Ing. Lorenzo Gonzales,ing.lorenzogonzales,ing.lorenzogonzales@hotmail.com,42601812805,1952-07-21,Avenida Campeche 438 Edif. 495   Depto. 913  Nueva,715.150.7674x728,92:47:e8:31:01:41,72.175.203.111,GB98GKMD1693650934590,2025-02-14 04:40:53,1615,130,422,594526
Gonzalo Cordero,gonzalocordero,gonzalocordero@hotmail.com,37359247527,1953-10-09,Andador Lesotho 373 238  Nueva Nauru  Q. ROO 44452,05891524049,21:f6:ab:6e:25:d5,40.244.223.192,GB25FQHG0756582501736,2025-12-02 22:07:20,7242,296,466,1524932
Zoé Curiel,zoécuriel,zoécuriel@hotmail.com,54090849388,1959-11-20,Pasaje Guanajuato 743 Edif. 299   Depto. 722  Nuev,314-426-8313,e5:44:b3:34:90:2b,58.129.176.229,GB44VFYV7949963662704,2025-06-08 19:10:23,15039,495,516,1368364
Marisol Karla Cotto Zayas,marisolkarlacottozayas,marisolkarlacottozayas@yahoo.com,33005238143,1920-05-08,Retorno Oaxaca 636 Edif. 474   Depto. 072  San Car,+29(2)8874989906,52:03:d5:1d:98:11,7.35.250.26,GB13JQWE6125111934362,2025-03-19 09:20:37,29895,988,755,717197
Sr(a). Yeni Lemus,sr(a).yenilemus,sr(a).yenilemus@gmail.com,15399316791,1928-09-28,Andador Pedraza 069 Interior 032  Vieja Arabia Sau,02664529550,29:f3:9b:72:12:0f,14.189.34.157,GB45TWOR2279742994803,2025-01-19 23:39:08,26190,430,151,1547899
Mtro. Jonás Aponte,mtro.jonásaponte,mtro.jonásaponte@gmail.com,31591139915,1926-02-17,Calle Tabasco 641 533  San Anabel los altos  AGS 2,+88(8)9949969724,8a:a1:d4:41:25:b8,77.6.5.132,GB87DKQL9493052842043,2025-04-03 09:29:52,33503,891,570,712602
Bernabé Augusto Ramón Espinoza,bernabéaugustoramónespinoza,bernabéaugustoramónespinoza@gmail.com,95156716185,1946-04-07,Ampliación Pedraza 104 508  Vieja Guinea  SON 2150,07264886525,f0:e3:5b:9f:bb:d7,107.239.244.209,GB32YCIA7997328328100,2025-02-06 21:01:52,3324,892,150,666103
Ing. Adán Fierro,ing.adánfierro,ing.adánfierro@hotmail.com,04497633919,1924-03-19,Callejón Jordania 746 Interior 625  San Eduardo lo,(101)876-1597x366,f8:42:fb:d0:ad:1e,15.45.170.241,GB72IXEP2573514850941,2025-02-20 14:23:47,27916,25,444,746702
Ing. Rosa Jurado,ing.rosajurado,ing.rosajurado@yahoo.com,12482129470,1983-07-17,Privada Coahuila de Zaragoza 620 Edif. 861   Depto,129.549.4655x759,d7:03:55:7c:9d:30,132.192.180.179,GB51IUDC4019355300171,2025-09-17 06:53:25,15131,351,387,206362
Adela Jerónimo Alejandro,adelajerónimoalejandro,adelajerónimoalejandro@yahoo.com,06519310004,1967-06-07,Corredor Oaxaca 588 798  San Teresa los altos  COL,966.047.5222x860,b6:a6:f6:af:1d:6e,5.149.221.65,GB25MRXZ4770802376491,2025-04-01 05:32:46,20542,36,318,921590
Liliana Véliz Marín,lilianavélizmarín,lilianavélizmarín@hotmail.com,71628752256,2015-07-03,Ampliación Durango 333 Edif. 833   Depto. 619  Vie,1-274-388-4001,e0:9f:30:33:48:6b,125.173.107.67,GB70RGKO5498391952190,2025-08-16 09:08:18,13204,667,587,445460
Omar Lorena Serrano Rael,omarlorenaserranorael,omarlorenaserranorael@yahoo.com,76540620580,2021-07-27,Retorno Frías 389 Interior 731  San Julio César de,217.838.9708x15234,c3:02:24:9a:ba:8f,58.163.239.55,GB78KGEG4562528088862,2025-03-23 03:54:28,23213,892,556,454210
Jos José Manuél Rentería Casillas,josjosémanuélrenteríacasillas,josjosémanuélrenteríacasillas@yahoo.com,38332891563,1929-01-28,Eje vial Oaxaca 440 002  Nueva Bahrein  NAY 90442,989.704.1074x0343,59:f5:bf:48:fa:27,118.62.234.184,GB04OUXM7584934694194,2025-06-01 01:25:16,13066,115,61,1539186
Víctor Mercedes de la Rosa Saldaña,víctormercedesdelarosasaldaña,víctormercedesdelarosasaldaña@hotmail.com,01797442942,1914-05-18,Circunvalación Sur Saavedra 944 583  Nueva Dominic,(235)083-5495x5020,ba:ab:55:c3:ce:4d,81.209.237.200,GB15FSUU7568874656149,2025-05-16 04:53:57,8834,689,615,648935
Salvador David Valverde,salvadordavidvalverde,salvadordavidvalverde@gmail.com,70020081298,1954-05-08,Pasaje Sur Herrera 852 615  Nueva Grecia  COL 2540,994-758-0406x02083,49:26:05:2b:63:ab,6.200.156.116,GB94WZBT8558848994273,2025-02-19 21:45:36,18636,581,318,1250396
Luisa Amanda Jiménez,luisaamandajiménez,luisaamandajiménez@yahoo.com,14899540950,2012-06-01,Circunvalación Berríos 235 Edif. 259   Depto. 029 ,933.756.3986,b8:0e:e2:21:04:a8,128.212.218.191,GB57EGSU0601066160281,2025-10-16 06:06:38,1121,587,689,249976
Leonor Dulce María Meléndez,leonordulcemaríameléndez,leonordulcemaríameléndez@yahoo.com,32820005695,1948-05-04,Corredor Paraguay 301 Edif. 174   Depto. 143  San ,1-306-171-4869x271,da:5e:b1:27:b9:bc,49.124.101.50,GB04NSCI3863315832117,2025-09-30 17:24:35,22134,646,219,658727
Salma Salinas,salmasalinas,salmasalinas@gmail.com,42733478368,1982-12-15,Periférico Negrón 109 252  Nueva Maldivas  CHIS 04,1-134-914-6839,28:97:0c:8d:50:26,122.242.2.220,GB14OUNM8808641581413,2025-09-05 23:14:41,8585,290,73,1867837
Dr. Verónica Cotto,dr.verónicacotto,dr.verónicacotto@yahoo.com,84224758585,1922-07-18,Pasaje Norte Salcido 914 Edif. 422   Depto. 660  V,775.581.0969x54344,47:a4:ee:c0:7f:05,210.59.150.111,GB14IBJG2383711556082,2025-08-15 11:43:01,15375,841,218,884702
Marco Antonio Hinojosa Uribe,marcoantoniohinojosauribe,marcoantoniohinojosauribe@yahoo.com,32851784457,1928-04-28,Peatonal Tlaxcala 969 Interior 718  San Leonor los,+63(7)8805286717,25:9d:e5:7d:66:1b,160.134.49.190,GB14BILQ1236736383819,2025-02-01 04:42:53,27274,265,239,17659
Karla Jorge Luis Ferrer,karlajorgeluisferrer,karlajorgeluisferrer@yahoo.com,38969819911,1920-12-28,Corredor Tijerina 602 Interior 890  San Cynthia de,(163)461-0384x07944,15:ea:38:43:ed:cc,199.231.17.122,GB89DFTW0175802256244,2025-03-26 00:07:17,13858,815,5,868632
Úrsula Víctor Gaitán Quiñónez,úrsulavíctorgaitánquiñónez,úrsulavíctorgaitánquiñónez@yahoo.com,04945847822,1936-11-16,Circuito Ledesma 954 Interior 305  Nueva Bahrein  ,736.753.3063x651,18:ea:c2:e8:07:30,37.30.100.137,GB32LRNC7791276139285,2025-11-14 04:15:46,33310,979,485,228383
Miguel Camila Martínez Godínez,miguelcamilamartínezgodínez,miguelcamilamartínezgodínez@yahoo.com,81781790175,1991-03-03,Prolongación López 567 Edif. 539   Depto. 372  San,1-042-605-7514x992,2c:7c:35:94:1b:49,85.240.57.52,GB30AYRB9491755125186,2025-04-03 12:37:08,5007,266,258,1920108
Socorro Quintana Alfaro,socorroquintanaalfaro,socorroquintanaalfaro@hotmail.com,22814919381,2009-05-24,Circuito Guanajuato 484 Interior 376  San Trinidad,294.804.9133x47743,38:16:b1:dc:ca:c9,202.112.208.120,GB96TUJQ6008305656502,2025-01-30 15:57:46,3392,772,13,1418650
Óscar Prieto Rodríquez,óscarprietorodríquez,óscarprietorodríquez@hotmail.com,21292191489,1948-08-03,Retorno Mora 534 Edif. 565   Depto. 297  Nueva Ale,930.679.1317,37:4a:ff:92:8a:3c,192.115.197.87,GB17YGTB0829076907248,2025-03-07 01:55:22,4456,663,590,598714
Mtro. Ramón Quintana,mtro.ramónquintana,mtro.ramónquintana@gmail.com,33721179266,1979-08-28,Cerrada Zimbabwe 075 Interior 448  Nueva Portugal ,+37(0)8935095646,05:05:6c:e6:03:89,94.124.224.46,GB51PJEL5298165520924,2025-10-20 11:48:59,3776,766,647,178635
Lucía Barrientos Urías,lucíabarrientosurías,lucíabarrientosurías@hotmail.com,67298044651,2009-11-07,Circuito Madagascar 778 Edif. 111   Depto. 365  Sa,(056)192-4432x83747,78:aa:e0:53:d8:47,212.73.148.242,GB34BXBW3522939187718,2025-03-23 14:24:24,30961,413,268,1491639
Dr. Jacobo Angulo,dr.jacoboangulo,dr.jacoboangulo@gmail.com,35131586832,1927-02-08,Cerrada Sinaloa 036 361  Nueva República Checa  GR,(531)629-5706x795,b3:69:76:89:2c:8f,9.176.160.162,GB28YZZM1028786918660,2025-10-30 23:58:40,9880,670,664,1577331
Lic. Iván Nava,lic.ivánnava,lic.ivánnava@yahoo.com,95577819766,2007-06-03,Retorno Norte Apodaca 579 Interior 080  Vieja Côte,381.677.1009,35:e0:10:3e:c6:4c,142.60.47.219,GB05WPRG6515527835724,2025-12-01 18:53:49,5916,894,623,1687979
Raúl Octavio Leyva Vázquez,raúloctavioleyvavázquez,raúloctavioleyvavázquez@yahoo.com,20779641073,1921-02-06,Circunvalación Sur Gallegos 992 Interior 086  Nuev,405-503-6929x581,44:fb:ce:e9:ae:47,89.47.1.1,GB66UXQD6891757249554,2025-03-08 10:27:32,21384,178,46,448648
Cornelio Cristal Madrigal,corneliocristalmadrigal,corneliocristalmadrigal@gmail.com,66637439580,2019-11-28,Eje vial Norte Pineda 866 337  San Alvaro los bajo,(364)936-3050x4649,3e:5f:f8:00:e2:a2,77.158.185.203,GB61ZVML9482440167929,2025-02-18 14:42:20,3609,49,133,92762
Rebeca Dulce Verduzco Saldaña,rebecadulceverduzcosaldaña,rebecadulceverduzcosaldaña@hotmail.com,69239221141,1919-06-30,Pasaje Norte Vélez 395 169  Nueva España  QRO 2394,1-998-786-8687,74:11:c6:e7:fc:d3,126.253.16.107,GB45PROU6428461510785,2025-04-30 20:05:49,20120,319,781,1662460
César Anguiano,césaranguiano,césaranguiano@yahoo.com,18199448798,2007-08-26,Calzada Jalisco 717 665  Vieja Israel  QRO 15667,09851759072,79:37:5f:87:ef:90,115.211.229.200,GB27DUWY2101971195696,2025-02-15 03:28:07,11244,141,4,1566445
Agustín Téllez Feliciano,agustíntéllezfeliciano,agustíntéllezfeliciano@yahoo.com,42688556754,1937-03-14,Retorno Sur Ozuna 805 772  Vieja Sri Lanka  ZAC 04,(994)370-7273,4e:f5:a4:4c:f6:a4,66.73.142.155,GB09BIHK2936328258631,2025-02-28 03:04:52,26384,285,559,93986
Araceli Ángel Murillo Lerma,araceliángelmurillolerma,araceliángelmurillolerma@hotmail.com,46168416272,1994-04-15,Corredor Zaragoza 717 853  San Beatriz de la Monta,108-799-2958x6149,e7:c4:a1:5f:4b:ad,210.152.177.152,GB61LCXC5759895877436,2025-08-13 02:36:27,34269,775,98,1725272
Delia Eloy Padilla Chacón,deliaeloypadillachacón,deliaeloypadillachacón@hotmail.com,82901733251,2006-06-18,Retorno Coahuila de Zaragoza 289 138  San Eloy los,278.030.7294,68:95:fd:18:a7:4d,70.193.61.80,GB56OLNY1842931716131,2025-04-26 06:11:51,11239,489,793,1548587
Ramón María José Ávila,ramónmaríajoséávila,ramónmaríajoséávila@hotmail.com,06728794931,2024-05-15,Calle Norte Mata 065 Interior 878  San Timoteo los,1-861-149-4228x0829,0e:33:12:7f:fa:02,113.195.17.84,GB85RNNF6670047986181,2025-08-01 02:55:35,28397,848,475,1001196
Hermelinda José Carlos Gallardo Leyva,hermelindajosécarlosgallardoleyva,hermelindajosécarlosgallardoleyva@gmail.com,83022942573,1914-01-11,Boulevard Norte Quintanilla 938 Interior 285  Viej,965-611-9678x5557,69:f4:18:de:87:c9,179.99.0.220,GB86ABCE8561320157504,2024-12-19 17:45:48,25205,829,96,1153
Jacobo Cortez,jacobocortez,jacobocortez@gmail.com,71284061620,1977-04-21,Circunvalación Baja California 545 620  San Clara ,1-480-700-7601x3882,80:40:9f:d1:d8:8e,210.147.202.11,GB62FVOG0885565648540,2025-02-09 12:28:14,34187,511,535,1428575
Úrsula Villaseñor,úrsulavillaseñor,úrsulavillaseñor@yahoo.com,28753951756,2024-07-13,Circunvalación República Federal Democrática de Ne,881.429.4132x7482,cd:b2:92:90:8c:ee,202.131.105.63,GB81QUOJ7306807711828,2025-09-19 20:30:57,21795,656,428,1288908
Ana Montero,anamontero,anamontero@yahoo.com,16048319921,1959-09-10,Corredor Norte Romo 558 542  Nueva Myanmar  MEX 35,750-952-1553,de:23:70:33:9c:30,8.184.91.16,GB14BZKF4841596365473,2025-09-30 08:36:23,3954,133,34,1806915
Yeni Arturo Vega,yeniarturovega,yeniarturovega@hotmail.com,09508422368,2014-02-22,Corredor Toro 452 Interior 100  San Francisca los ,1-029-619-1048x935,8a:b3:d5:8b:07:ce,11.60.244.12,GB78ARZP3186932749545,2025-04-05 16:35:39,12134,957,495,39821
Aldo Ana Luisa Centeno,aldoanaluisacenteno,aldoanaluisacenteno@gmail.com,26989396481,1918-06-17,Andador Norte Ramos 745 Edif. 715   Depto. 630  Sa,06784532775,3f:ab:6a:96:08:78,40.223.185.46,GB14EEWU6424417296581,2025-07-17 14:11:51,19154,85,432,201383
Joaquín Mayte Durán,joaquínmaytedurán,joaquínmaytedurán@hotmail.com,86373738383,1957-07-18,Retorno Sur Tejeda 846 Interior 760  Nueva Esloven,291.819.0810x5814,9b:8c:7c:f4:9e:c8,143.117.154.86,GB46GAPC6517547611203,2025-03-24 18:56:54,35486,575,418,418991
Jorge Luis Adán Quiroz,jorgeluisadánquiroz,jorgeluisadánquiroz@hotmail.com,36883523171,1912-04-24,Eje vial Castro 645 Interior 631  Nueva Mónaco  CH,(412)212-9565,bd:c6:92:f6:8d:ac,134.38.216.102,GB68OVWT5439568555469,2025-05-16 07:59:24,13527,660,15,4316
Úrsula Lovato Linares,úrsulalovatolinares,úrsulalovatolinares@gmail.com,61112808334,1974-03-29,Peatonal Sur Carvajal 200 879  Vieja Yemen  TAB 66,046-425-4567x5652,71:c6:bf:91:d9:f2,198.87.120.230,GB80OCFF7553621237845,2025-04-05 03:06:31,24394,831,352,841188
Jos Santiago Madrid,jossantiagomadrid,jossantiagomadrid@yahoo.com,05822265152,1985-12-14,Calzada Congo 500 357  San Natividad de la Montaña,(240)773-2567,88:f0:82:e1:46:57,90.14.78.239,GB59JOCT6485568501239,2025-10-21 23:05:05,30561,884,705,1106989
Claudio Marcela Valladares Madrid,claudiomarcelavalladaresmadrid,claudiomarcelavalladaresmadrid@hotmail.com,10077254018,1922-11-14,Callejón Olvera 127 Interior 184  San Eugenio los ,668-196-3368x58219,9a:6f:cb:ee:ef:3e,162.121.142.17,GB69PZLD6573901915385,2025-07-15 09:55:23,34360,852,564,1470816
Elsa Alemán,elsaalemán,elsaalemán@gmail.com,31675564376,2022-07-29,Callejón Cornejo 202 Edif. 511   Depto. 954  San C,1-436-471-8757x96039,00:cc:64:46:be:a0,44.54.208.8,GB42QILU3672376960281,2025-03-11 07:26:59,16857,162,321,26213
Dolores de la Torre Cornejo,doloresdelatorrecornejo,doloresdelatorrecornejo@gmail.com,37658179769,2020-07-16,Avenida Murillo 008 Edif. 043   Depto. 895  Vieja ,1-844-023-4749x05355,f1:c5:07:61:59:1a,42.117.117.130,GB56RQZH4475617048487,2025-04-22 05:22:59,1288,683,656,1487949
Oswaldo Tomás Barreto,oswaldotomásbarreto,oswaldotomásbarreto@yahoo.com,18765990728,1951-05-23,Boulevard Moreno 295 005  Nueva Mauritania  BCS 74,381.675.7573x785,d9:77:d2:09:54:94,200.177.240.124,GB48IMXC9795762008157,2025-10-19 12:47:07,9063,209,456,308528
